번호,야영장명,사업주체_구분,도,시군구,주소,연락처 앞자리,연락처 중간자리,연락처 끝자리,주요시설 일반야영장,주요시설 자동차야영장,주요시설 글램핑,주요시설 카라반,주요시설 개인 카라반,주요시설 덤프스테이션,사이트 크기1 가로,사이트 크기2 가로,사이트 크기3 가로,사이트 크기1 세로,사이트 크기2 세로,사이트 크기3 세로,사이트 크기1 수량,사이트 크기2 수량,사이트 크기3 수량,인허가일자,화로대,부대시설,주변이용가능시설,소화기 개수,방화수 개수,방화사 개수,화재감지기 개수,테마환경,캠핑장비대여,반려동물출입
903,영우네 농어촌 관광농원,민간,충청남도,공주시,충청남도 공주시 사곡면 월은길 40 ,41,858,7010,25,0,0,0,0,0,5,0,0,9,0,0,0,0,0,2017-11-03,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설","계곡 물놀이,낚시,어린이놀이시설",10,1,1,0,여름물놀이,,불가능
904,영월 동강오토캠핑장,지자체,강원도,영월군,강원도 영월군 영월읍 둥글바위길 33 ,,,,0,35,0,0,0,0,5,0,0,8,0,0,35,0,0,2012-08-13,개별,"전기,무선인터넷,장작판매,온수","수상레저,어린이놀이시설",20,0,0,0,여름물놀이,,불가능
905,영월 스타 글램핑,지자체,강원도,영월군,강원 영월군 무릉도원면 무릉법흥로 1078-12,,,,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2016-06-24,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",계곡 물놀이,13,0,0,3,"여름물놀이,가을단풍명소",,불가능
906,영월 외룡 캠핑장,민간,강원도,영월군,강원도 영월군 김삿갓면 영월동로 2696 ,33,378,5376,0,37,0,0,0,0,7,0,0,8,0,0,37,0,0,2015-04-22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설",어린이놀이시설,20,0,0,0,여름물놀이,"텐트,릴선,화로대",불가능
907,영월별마로펜션캠핑,민간,강원도,영월군,강원 영월군 무릉도원면 무릉법흥로 1078-22,,,,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,2015-06-26,개별,"전기,무선인터넷,온수",계곡 물놀이,15,0,0,15,여름물놀이,,불가능
908,영월약수터 오토캠핑장,민간,강원도,영월군,강원 영월군 산솔면 태백산로 1133-7,,,,29,0,0,0,0,0,7,0,0,8,0,0,29,0,0,2018-07-13,개별,"전기,장작판매,온수,트렘폴린,물놀이장,운동시설",계곡 물놀이,6,0,0,0,,"텐트,릴선,화로대",불가능
909,영월천문대 캠핑장,민간,강원도,영월군,강원 영월군 북면 사만길 173,,,,15,6,0,0,0,0,5,0,0,6,0,0,13,0,0,2015-04-28,,운동시설,,0,0,0,0,,,불가능
910,영월캠프,민간,강원도,영월군,강원 영월군 무릉도원면 무릉법흥로 1208-56,,,,31,0,0,0,0,0,5,5,6,7,6,8,4,6,21,2016-05-11,개별,"전기,무선인터넷,장작판매,온수,운동시설",,16,0,0,0,가을단풍명소,,가능(소형견)
911,아산 영인산자연휴양림 숲속야영장,국민여가,충청남도,아산시,충남 아산시 영인면 아산온천로 16-24,41,538,1958,41,0,0,0,0,0,4,5,0,5,6,0,20,21,0,2017-08-31,불가,"전기,온수,놀이터,산책로,운동장","산책로,수영장",36,0,0,0,"액티비티,여름물놀이,가을단풍명소,걷기길",,불가능
912,영종씨사이드캠핑장,민간,인천광역시,중구,인천시 중구 운남동 1640-1,2,776,2534,60,0,0,22,0,0,8,0,0,8,0,0,60,0,0,,개별,"전기,무선인터넷,장작판매,온수,산책로,마트_편의점",,30,0,0,0,일몰명소,"텐트,릴선,화로대",불가능
913,영주시 소백산역 캠핑장,국립공원,경상북도,영주시,경상북도 영주시 풍기읍 수철리 215-1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-07-04,,,,0,0,0,0,,,불가능
914,영천 솔롱고 글램핑,민간,경상북도,영천시,경상북도 영천시 금호읍 칠백로 436 ,54,333,146,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-20,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설,마트_편의점","산책로,농어촌체험시설",12,2,0,12,여름물놀이,"식기,침낭",불가능
915,영천시 공예촌 캠핑체험장,민간,경상북도,영천시,경상북도 영천시 자양면 포은로 1625-11 ,54,338,2693,46,0,2,0,0,0,8,0,0,10,0,0,46,0,0,2015-04-15,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설,마트_편의점","산책로,청소년체험시설",20,4,0,2,여름물놀이,"릴선,화로대,난방기구,식기,침낭",가능(소형견)
916,영학관광농원야영장,민간,경상남도,창원시,경남 창원시 마산합포구 진북면 학동로 537-280,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-22,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설,마트_편의점","산책로,강/물놀이,농어촌체험시설",0,0,0,0,,,불가능
917,예다움 캠핑장,민간,강원도,영월군,강원 영월군 김삿갓면 내리계곡로 1162-1,,,,20,0,0,0,0,0,5,5,0,8,10,0,10,10,0,2015-06-18,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,15,0,0,0,여름물놀이,,불가능
918,예마을캠핑장,민간,경상북도,고령군,경상북도 고령군 덕곡면 덕운로 816,54,954,5555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-11-08,개별,"전기,온수,물놀이장,놀이터,산책로,운동장,운동시설","계곡 물놀이,산책로",1,0,0,0,"액티비티,여름물놀이",,불가능
919,예산 느티나무 캠핑장,민간,충청남도,예산군,충청남도 예산군 신양면 차동송정길 2-71 ,41,333,2442,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-03-26,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설,마트_편의점","수영장,청소년체험시설",30,0,0,5,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
920,예당관광지 국민여가캠핑장,국민여가,충청남도,예산군,충청남도 예산군 응봉면 예당관광로 123 ,41,339,8299,0,27,0,0,0,0,7,0,0,8,0,0,27,0,0,2013-11-29,개별,"전기,무선인터넷,온수,놀이터,마트_편의점","수영장,청소년체험시설",14,0,0,0,,릴선,불가능
921,예손농원캠핑장,민간,경기도,포천시,경기 포천시 영북면 여우고개로 7,31,531,1255,25,0,0,0,0,0,5,0,0,7,0,0,7,0,0,2016-10-21,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동시설","계곡 물놀이,산책로,수상레저,낚시,청소년체험시설",13,0,0,0,"가을단풍명소,겨울눈꽃명소",,불가능
922,예원캠핑장,민간,전라북도,완주군,전라북도 완주군 동상면 송광수만로 1079-126 ,,,,0,17,0,0,0,0,0,0,0,0,0,0,4,13,0,2016-05-03,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설","산책로,운동장,강/물놀이",0,0,0,0,걷기길,,가능
923,예천군 곤충나라 사과테마파크 오토캠핑장,지자체,경상북도,예천군,경상북도 예천군 효자면 제촌길 58-2,54,650,6295,0,16,0,0,5,0,6,7,0,4,5,0,20,1,0,2017-09-05,개별,"전기,온수,물놀이장,놀이터,산책로,운동장,운동시설","산책로,강/물놀이",20,0,0,0,"일출명소,일몰명소,가을단풍명소,걷기길",,불가능
924,옛서당캠핑농원,민간,전라남도,장성군,전라남도 장성군 삼계면 화산길 1 ,,,,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-04-29,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","산책로,운동장,수상레저,수영장,농어촌체험시설",20,0,0,20,걷기길,,불가능
925,오글오글오토캠핑장,민간,경상북도,경주시,경상북도 경주시 산내면 문복로 1637-32 ,,,,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-25,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,산책로,운동장,운동시설,마트_편의점","계곡 물놀이,산책로,수상레저,낚시,해수욕,어린이놀이시설",11,0,0,11,"봄꽃여행,여름물놀이,가을단풍명소",,불가능
926,진부(오대산)관광농원,민간,강원도,평창군,강원 평창군 진부면 아차골길 34-15,,,,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-06-04,개별,"전기,무선인터넷,온수,산책로,운동시설",어린이놀이시설,20,0,0,0,여름물놀이,,불가능
927,오도산 자연휴양림,자연휴양림,경상남도,합천군,경상남도 합천군 봉산면 오도산휴양로 433 ,55,930,3733,80,0,0,0,0,0,0,0,0,0,0,0,40,40,0,2015-07-08,,"전기,놀이터,운동시설",,80,0,0,0,"봄꽃여행,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
928,오류캠핑장,국민여가,경상북도,경주시,경북 경주시 감포읍 감포로 382-7,54,750,8600,8,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2015-05-29,개별,"전기,무선인터넷,온수,놀이터,마트_편의점","계곡 물놀이,산책로,수상레저,낚시,해수욕,어린이놀이시설",36,0,0,28,"일출명소,수상레저,낚시,액티비티,여름물놀이",,불가능
929,맑은숲캠프,지자체,경기도,양평군,경기도 양평군 청운면 다대리 산45-2번지,,,,60,0,0,0,0,0,4,5,7,4,5,7,29,25,6,2016-11-04,개별,"전기,무선인터넷,온수,놀이터,산책로,운동시설","산책로,강/물놀이,농어촌체험시설",30,0,0,0,"낚시,가을단풍명소",,불가능
930,오서산자연휴양림,지자체,충청남도,보령시,충청남도 보령시 청라면 오서산길 531 ,41,936,5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-05-26,,,,0,0,0,0,,,불가능
931,선녀와 나무꾼,민간,경상북도,경주시,경북 경주시 양남면 동남로 496-11,54,743,4000,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-16,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로,낚시,해수욕,어린이놀이시설",38,0,0,38,"일출명소,낚시,액티비티,여름물놀이",,불가능
932,오시아노 오토캠핑리조트,민간,전라남도,해남군,전라남도 해남군 화원면 화봉리 376-1 ,61,534,122,0,170,0,10,0,0,8,6,3,10,8,4,150,10,10,2015-07-03,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,운동시설",해수욕,0,0,0,0,일몰명소,,불가능
933,오카나간캠핑장,민간,경기도,가평군,경기도 가평군 설악면 가일리 258-1 ,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-02-07,,,,0,0,0,0,,,불가능
934,오커빌리지,지자체,경기도,양평군,경기 양평군 용문면 장수길 20,31,775,5071,3,0,2,5,0,0,8,0,0,8,0,0,3,0,0,2015-05-28,개별,"전기,온수,물놀이장,놀이터,산책로,운동시설",,40,0,0,8,,,불가능
935,오크캠핑,지자체,강원도,원주시,강원 원주시 지정면 송정로 2-1,33,733,2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-10-16,,"온수,물놀이장,산책로",,0,0,0,0,,,불가능
936,오크힐글램핑,민간,인천광역시,강화군,인천 강화군 화도면 해안남로1998번길 8-28,,,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-15,개별,"전기,무선인터넷,온수,트렘폴린,운동시설",강/물놀이,0,0,0,0,,,불가능
937,오투글램핑,민간,대구광역시,달성군,대구 달성군 옥포읍 옥포로111길 95-17,53,616,1844,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2015-04-06,개별,"전기,온수,물놀이장,놀이터,운동시설",계곡 물놀이,15,2,2,10,"여름물놀이,걷기길",,불가능
938,오투스토리,지자체,전라남도,장성군,전남 장성군 황룡면 홍길동로 271,61,813,2222,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2016-12-14,개별,"전기,장작판매,온수,운동시설",,10,0,0,10,걷기길,,불가능
939,오투캐빈,민간,강원도,홍천군,강원 홍천군 내면 을수길 153-6,,,,20,0,0,0,0,0,3,0,0,3,0,0,20,0,0,2015-05-22,개별,"전기,무선인터넷,온수",계곡 물놀이,10,0,0,0,여름물놀이,,가능(소형견)
940,옥계오토캠핑장,지자체,경상남도,거제시,경남 거제시 하청면 칠천로 265-17,,,,0,33,0,0,0,0,5,6,0,6,4,0,28,5,0,2016-08-19,개별,"전기,온수,물놀이장,놀이터,운동시설","산책로,낚시,해수욕,청소년체험시설,어린이놀이시설",20,0,0,0,"수상레저,낚시,여름물놀이,걷기길",,불가능
941,옥샘캠핑장,민간,경상남도,밀양시,경상남도 밀양시 산내면 얼음골옛길 197-4,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-20,개별,"전기,무선인터넷,장작판매,온수,물놀이장,운동시설","계곡 물놀이,어린이놀이시설",0,0,0,0,,"릴선,화로대",불가능
942,옥성 자연휴양림,자연휴양림,경상북도,구미시,경상북도 구미시 옥성면 휴양림길 150 ,54,481,4052,64,0,0,0,0,0,3,0,0,3,0,0,64,0,0,2015-07-31,불가,"물놀이장,놀이터,운동장","계곡 물놀이,산책로",32,0,0,0,"봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소,걷기길",,불가능
943,옥화 자연휴양림 국민여가캠핑장,지자체,충청북도,청주시,충청북도 청주시 상당구 미원면 운암옥화길 140 ,43,283,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-07-15,,"전기,물놀이장,놀이터",,0,0,0,0,,,불가능
944,온더락캠핑장,민간,경기도,가평군,경기 가평군 상면 수목원로 238-106,,,,0,0,7,0,0,0,8,7,0,8,4,0,4,3,0,2016-11-14,개별,"전기,무선인터넷,온수,물놀이장,놀이터,마트_편의점",,9,0,7,7,"일출명소,봄꽃여행,여름물놀이,가을단풍명소,겨울눈꽃명소",,불가능
945,올리브 그린 펜션 글램핑,민간,강원도,영월군,강원도 영월군 수주면 무릉법흥로 852-24 ,,,,6,0,4,0,0,0,6,0,0,7,0,0,6,0,0,2015-08-12,개별,"전기,무선인터넷,장작판매,온수,놀이터,운동시설",계곡 물놀이,10,0,0,4,,,불가능
946,도모 횡성,민간,강원도,횡성군,강원 횡성군 둔내면 경강로궁종1길 121-7,507,1358,2916,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2015-08-01,개별,"전기,무선인터넷,장작판매,온수,산책로,마트_편의점","산책로,수상레저",20,0,0,0,"가을단풍명소,겨울눈꽃명소",,가능
947,와라캠핑장,민간,강원도,인제군,강원도 인제군 상남면 내린천로 2181,33,462,2178,11,0,0,0,0,0,7,0,0,8,0,0,11,0,0,2016-10-12,개별,"전기,무선인터넷,장작판매,온수,운동시설",계곡 물놀이,11,0,0,0,,,가능(소형견)
948,와이글램핑,지자체,경기도,양평군,경기 양평군 용문면 강이대길38번길 26-37,31,772,5772,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2016-03-09,개별,"전기,장작판매,온수,물놀이장,놀이터,산책로,운동장,마트_편의점",,0,0,0,0,,,불가능
949,516 글램라반,민간,경기도,가평군,경기 가평군 가평읍 북한강변로 516,,,,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,2015-09-02,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트_편의점","산책로,낚시,강/물놀이",0,0,0,0,,,가능(소형견)
950,와이캠핑장,민간,경기도,가평군,경기도 가평군 청평면 강변로 115 ,31,584,9878,80,80,18,0,0,0,4,5,10,7,10,10,30,30,20,2016-05-27,개별,"전기,무선인터넷,온수,물놀이장,놀이터,산책로,운동시설","계곡 물놀이,낚시,강/물놀이,어린이놀이시설",40,0,0,0,"수상레저,낚시,여름물놀이,걷기길","텐트,릴선,화로대,난방기구,식기,침낭",불가능
951,완주소양캠핑장,민간,전라북도,완주군,전북 완주군 소양면 해월신왕길 144-19,63,241,6155,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-08-26,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트_편의점","산책로,농어촌체험시설",0,0,0,0,"액티비티,봄꽃여행,가을단풍명소,걷기길",,불가능
952,왕산가족오토캠핑장,민간,인천광역시,중구,인천 중구 용유서로423번길 60 (을왕동),1588,3266,,20,0,10,23,0,0,0,0,0,0,0,0,0,0,0,2015-12-31,개별,"전기,무선인터넷,장작판매,온수,운동장,운동시설",,0,0,0,0,,,불가능
953,왕터리조트,민간,강원도,춘천시,강원 춘천시 남면 박암관천길 183-27,70,7721,5441,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,2016-06-01,개별,"전기,온수,운동장,운동시설,마트_편의점",강/물놀이,0,0,0,0,,화로대,불가능
954,왕피천하늘담야영장,민간,경상북도,울진군,경북 울진군 근남면 왕피천로 555-110,,,,15,0,0,0,0,0,5,4,5,7,7,6,8,4,3,2017-06-20,개별,"전기,무선인터넷,장작판매,온수,물놀이장,산책로,마트_편의점","계곡 물놀이,산책로,낚시,해수욕,강/물놀이",10,0,0,0,"낚시,봄꽃여행,여름물놀이,가을단풍명소,걷기길",,불가능
955,요기는캠핑장,민간,강원도,영월군,강원도 영월군 무릉도원면 도원운학로 1524-45,,,,39,0,4,0,0,0,7,0,0,8,0,0,39,0,0,2017-02-21,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,운동시설,마트_편의점",계곡 물놀이,30,0,0,4,"여름물놀이,가을단풍명소",릴선,불가능
956,요카카 관광농원,민간,충청북도,충주시,충청북도 충주시 금가면 강변길 11-37 ,,,,0,32,0,0,0,0,8,5,0,9,6,0,28,4,0,2017-12-26,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동시설,마트_편의점","계곡 물놀이,산책로,낚시,어린이놀이시설",30,2,2,0,"여름물놀이,겨울눈꽃명소","릴선,화로대,난방기구",가능
957,용가리쌤 캠핑장,민간,강원도,홍천군,강원도 홍천군 화촌면 설악로 2692 ,33,434,9391,30,0,0,0,0,0,5,0,0,6,0,0,30,0,0,2015-05-29,개별,"전기,장작판매,온수,트렘폴린,물놀이장,놀이터,운동시설","농어촌체험시설,어린이놀이시설",20,0,0,0,"낚시,여름물놀이",,불가능
958,용골송어와 캠핑,민간,강원도,평창군,강원도 평창군 용평면 운두령로 767-17 ,33,332,1115,0,30,0,2,0,0,6,0,0,12,0,0,30,0,0,2016-03-28,개별,"전기,무선인터넷,장작판매,온수,물놀이장,놀이터,운동장,운동시설",계곡 물놀이,20,0,0,0,"여름물놀이,가을단풍명소,겨울눈꽃명소","텐트,릴선,화로대,난방기구",불가능
959,국립용대자연휴양림,자연휴양림,강원도,인제군,강원도 인제군 북면 용대리 산 262-1 용대리자연자연휴양림 ,33,462,5031,17,0,0,0,0,0,3,3,0,3,3,0,4,13,0,2015-06-12,,온수,"계곡 물놀이,산책로",8,0,0,0,가을단풍명소,,불가능
960,용두산오토캠핑장,지자체,충청북도,제천시,충북 제천시 명암로 1040 (모산동),43,652,1000,40,0,0,0,0,0,4,5,5,5,7,7,20,8,12,2015-08-26,개별,"전기,장작판매,온수,물놀이장,놀이터,운동장,운동시설","계곡 물놀이,산책로",14,2,0,0,"가을단풍명소,걷기길","텐트,릴선,화로대,난방기구,식기",불가능
961,용두해수욕장 숲속야영장,지자체,충청남도,보령시,충남 보령시 남포면 용두욕장2길 40,41,933,4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017-12-06,,,,0,0,0,0,,,불가능
962,동수리 인문학마을 협동조합 야영장,지자체,강원도,양구군,강원 양구군 양구읍 파로호로869번길 101,33,482,7979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016-05-13,,,,0,0,0,0,,,불가능
963,용문산 자연휴양림,자연휴양림,경기도,양평군,경기도 양평군 양평읍 백안3리 산68-1,31,775,4005,20,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2015-06-08,개별,온수,산책로,10,0,0,0,,,불가능
964,용문산관광지 야영장,민간,경기도,양평군,경기도 양평군 용문산로 684-0 ,,,,46,0,6,0,0,0,4,6,0,5,7,0,24,22,0,2015-05-29,개별,"전기,장작판매,온수,놀이터,운동시설","계곡 물놀이,청소년체험시설",40,0,0,0,가을단풍명소,"텐트,릴선,화로대,난방기구,식기,침낭",가능(소형견)
965,용봉산캠핑장,민간,충청남도,홍성군,충남 홍성군 홍북읍 이응노로 227-13,,,,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015-07-31,개별,"전기,무선인터넷,장작판매,온수,트렘폴린,물놀이장,놀이터,운동장,운동시설","계곡 물놀이,산책로,낚시,어린이놀이시설",33,0,0,0,여름물놀이,릴선,불가능
